exp:1560416931255722240,172.16.1.3,1073741824,1024
1560416916165610,112,12572,131042,338598,656738
1560416916166426,126,10770,383619,194323,751042
1560416916167329,113,10819,20695,407565,600325
1560416916168075,113,12472,38798,416863,630861
1560416916168848,112,10839,228820,288806,717318
1560416916169703,113,11004,347147,209998,758992
1560416916170605,141,10869,326423,220318,742969
1560416916171487,113,12599,399882,191520,786582
1560416916172447,113,11144,177085,319838,694045
1560416916173289,114,10850,161760,339302,693338
1560416916174129,115,12368,402369,177878,778525
1560416916175052,113,10901,200312,294500,697976
1560416916175890,113,11060,192790,318156,658364
1560416916176689,115,11195,290662,246285,742588
1560416916177575,116,12576,382021,202363,783912
1560416916178504,115,10808,228348,288098,710769
1560416916179356,115,10890,300357,244593,743468
1560416916180242,114,10919,352359,205346,755157
1560416916181141,115,12654,140326,334223,671361
1560416916181954,114,11350,295416,241092,733982
1560416916182831,113,11182,118917,365664,675342
1560416916183652,112,11224,326631,242278,742081
1560416916184533,122,12545,245533,276229,716435
1560416916185393,115,11037,99752,361006,657641
1560416916186201,116,10596,388446,186616,772495
1560416916187119,114,10989,320043,234729,744512
1560416916188007,115,24052,100428,366078,626964
1560416916188783,124,11096,267826,261238,730692
1560416916189655,112,10736,335122,218834,757076
1560416916190558,115,10962,176725,309793,680945
1560416916191379,117,12398,183010,313072,689812
1560416916192212,115,11214,406788,176993,776621
1560416916193130,115,10751,181098,311466,684938
1560416916193956,112,11108,388005,187047,775382
1560416916194873,117,12597,311273,234970,743075
1560416916195760,117,10865,277850,258866,687374
1560416916196594,114,11064,86516,371623,654705
1560416916197390,112,12563,46635,400970,642555
1560416916198170,115,10808,85991,380002,665935
1560416916198983,117,11124,337993,214736,745925
1560416916199869,116,11272,406608,183017,737941
1560416916200752,114,13059,26377,407397,632565
1560416916201531,114,11247,359618,206001,759232
1560416916202426,112,11368,348330,208001,755725
1560416916203320,114,10716,22590,410667,630242
1560416916204088,112,12614,166247,318189,667021
1560416916204900,114,11003,99220,355392,650255
1560416916205693,112,11076,268088,260754,732956
1560416916206573,117,11264,82136,386121,667565
1560416916207387,116,12203,182997,314681,695658
1560416916208233,113,10811,104002,358801,659288
1560416916209035,114,10923,406951,176280,780942
1560416916209955,113,10983,215827,290167,701538
1560416916210808,115,12220,103485,363167,669025
1560416916211623,117,10651,180566,330907,721324
1560416916212485,115,10800,353224,213212,761765
1560416916213386,113,12386,276548,256767,727678
1560416916214258,115,11314,223845,283498,703099
1560416916215105,117,11525,246164,275612,715225
1560416916215964,116,10735,93676,369476,610894
1560416916216713,114,12538,274505,256564,738592
1560416916217601,113,11111,57216,391121,627875
1560416916218368,114,11093,393066,180056,767208
1560416916219273,114,10698,235737,282088,715242
1560416916220135,117,12555,158245,322597,682544
1560416916220960,116,11301,39745,446197,694229
1560416916221792,113,10661,38809,395125,628388
1560416916222562,116,10861,28132,391348,597804
1560416916223300,118,12263,64199,385077,627969
1560416916224070,114,10967,130251,345157,654210
1560416916224866,114,11013,156561,319859,657625
1560416916225664,113,11048,390546,186620,770465
1560416916226579,115,14767,27061,407809,632441
1560416916227359,113,11012,230607,281799,708261
1560416916228215,114,10814,363718,205570,765411
1560416916229129,118,12887,126151,350907,678745
1560416916229945,117,10756,141086,341839,672775
1560416916230765,116,11161,176633,316549,692475
1560416916231595,114,10516,90430,377222,660235
1560416916232406,112,12582,177232,309023,683215
1560416916233235,115,10890,408855,172244,780579
1560416916234157,113,10764,71292,304966,567708
1560416916234868,116,10466,238145,278500,711405
1560416916235722,117,12175,242833,263344,682098
1560416916236549,113,10815,241079,285316,703942
1560416916237425,116,11339,121702,351085,669525
1560416916238245,114,10692,62378,383641,641539
1560416916239032,117,12258,405656,178212,774399
1560416916239946,112,10900,298341,246426,690971
1560416916240782,115,11256,353430,207540,761339
1560416916241682,115,10875,123884,355318,681525
1560416916242503,114,13638,39859,403212,644515
1560416916243294,114,11108,240063,282678,720172
1560416916244165,114,11627,380179,191296,766544
1560416916245070,113,12755,205320,302767,704858
1560416916245912,112,10929,146664,336246,683915
1560416916246741,112,10992,355505,210165,764282
1560416916247650,115,10995,232373,289608,709038
1560416916248498,119,12634,333959,223606,736945
1560416916249376,116,11599,71563,404856,675352
1560416916250193,114,11041,95978,361790,660638
1560416916250993,113,10720,135126,344119,674095
1560416916251806,115,12194,288401,255980,693737
1560416916252639,115,10970,234162,284264,717282
1560416916253496,115,10794,350612,210233,754488
1560416916254393,116,10665,383881,191559,755402
1560416916255287,115,12513,233879,292798,729286
1560416916256157,116,10871,321509,229618,745844
1560416916257049,116,10745,209053,301893,704225
1560416916257893,113,11470,376487,196798,768175
1560416916258807,116,12761,20610,430549,645585
1560416916259593,117,10825,202790,313843,741958
1560416916260480,139,10993,334245,224127,752426
1560416916261374,115,11147,143121,337332,673772
1560416916262192,118,12769,122922,362768,685615
1560416916263023,116,11713,431826,175243,803772
1560416916263971,113,10921,408102,195490,786034
1560416916264895,114,12660,366781,206862,753449
1560416916265803,117,10764,258675,271502,722385
1560416916266667,115,10884,404054,176336,754346
1560416916267571,113,10684,360177,219018,753075
1560416916268469,115,12455,253893,272691,727449
1560416916269343,112,10988,366857,198878,759375
1560416916270242,114,10831,230867,288762,721712
1560416916271110,115,11178,36028,391892,624485
1560416916271880,112,12307,181612,320487,653220
1560416916272679,119,10874,303660,273144,777978
1560416916273596,112,10747,13788,438102,644365
1560416916274383,113,10583,390219,186181,771422
1560416916275298,122,13099,53172,403596,652968
1560416916276094,145,13941,359155,202371,764601
1560416916276996,115,10746,270236,198823,677215
1560416916277819,116,10537,171348,324722,695861
1560416916278657,116,12629,188459,314746,702432
1560416916279503,117,10658,38129,393747,640382
1560416916280280,115,10663,201885,297207,694801
1560416916281121,113,10517,129267,346331,674658
1560416916281942,112,12316,151550,329317,678941
1560416916282762,113,10624,200162,305403,704209
1560416916283607,113,10563,244273,292008,738055
1560416916284493,126,10995,155021,332062,680798
1560416916285319,115,12366,286881,253264,740155
1560416916286199,114,11049,364556,199221,755195
1560416916287101,114,10722,242240,271776,709401
1560416916287952,112,12290,32247,448540,627564
1560416916288720,117,11274,32679,399076,626612
1560416916289486,114,10632,329016,226636,759195
1560416916290388,118,10858,316208,228460,738005
1560416916291262,117,12371,190389,309408,698285
1560416916292108,112,11123,95993,355929,632101
1560416916292880,115,11188,253215,269302,716246
1560416916293743,116,11215,201979,297913,700329
1560416916294586,116,12645,341008,221247,760169
1560416916295490,113,10905,51171,393935,650738
1560416916296290,112,10883,317144,230349,745431
1560416916297175,113,10897,354450,182564,727555
1560416916298044,112,12261,288522,246491,727135
1560416916298919,112,11037,90686,368087,660695
1560416916299719,112,10617,105492,372445,653554
1560416916300514,114,10944,171526,313396,680292
1560416916301340,116,12494,203502,302532,706359
1560416916302194,113,10919,108668,357449,659108
1560416916302993,113,10617,126240,340274,659248
1560416916303791,117,12593,214637,297580,662404
1560416916304598,117,11010,89666,367831,650862
1560416916305390,115,10842,126821,346980,670325
1560416916306200,116,11077,180051,317990,694765
1560416916307034,113,12494,312827,233414,751342
1560416916307928,114,10844,232963,216554,599797
1560416916308677,112,11085,225409,288558,709862
1560416916309533,116,10869,233981,281675,706979
1560416916310406,115,12753,224170,288460,719905
1560416916311268,113,11159,394756,181008,773115
1560416916312186,116,11161,347456,210825,757674
1560416916313084,116,11144,227430,285675,708978
1560416916313939,115,12774,216502,293688,704402
1560416916314792,113,11157,307071,236350,738102
1560416916315670,113,10939,135850,356034,673260
1560416916316488,122,10836,372142,217999,789455
1560416916317423,112,12206,328337,220812,748715
1560416916318318,113,10684,220295,289055,707708
1560416916319169,113,11037,341184,213534,747966
1560416916320065,115,12347,367321,199961,747505
1560416916320960,113,11001,88694,362416,643931
1560416916321745,113,10800,178632,314906,697691
1560416916322585,113,10928,384603,184907,750252
1560416916323479,113,12770,72051,380721,659451
1560416916324286,114,10877,109403,362525,666680
1560416916325100,113,10941,98544,367909,659742
1560416916325899,114,10944,135249,339638,683375
1560416916326730,112,12299,159523,356149,710065
1560416916327581,118,11018,340682,230176,756981
1560416916328481,137,11639,258947,262620,719369
1560416916329336,112,11239,56560,379658,628945
1560416916330105,114,12364,406270,178907,787022
1560416916331037,112,11346,175616,312358,682078
1560416916331863,113,10941,14159,427635,588887
1560416916332602,115,10870,190402,310086,694389
1560416916333434,114,14470,341330,217153,743386
1560416916334320,116,11068,184449,312545,695759
1560416916335158,114,10829,177739,317295,689392
1560416916335988,116,20446,105298,361611,622031
1560416916336752,114,10915,351660,207489,751522
1560416916337652,113,11203,301430,239160,745299
1560416916338538,113,10773,246784,272971,714018
1560416916339396,113,12520,354618,207951,768472
1560416916340332,112,11310,366745,219505,790772
1560416916341262,115,10924,24013,415553,614275
1560416916342018,113,10662,342029,218823,737602
1560416916342900,114,12599,383881,187311,771805
1560416916343809,113,10624,46781,403752,611787
1560416916344565,113,10972,117005,347372,657735
1560416916345368,115,11136,281173,275870,756962
1560416916346268,115,12396,20625,414894,635755
1560416916347052,115,10744,169285,319284,693459
1560416916347890,115,10592,288546,253502,688757
1560416916348727,114,11098,356746,208333,757802
1560416916349630,115,12673,177102,316814,686405
1560416916350458,113,11237,169115,332530,695725
1560416916351303,115,10907,321596,222478,751626
1560416916352200,114,12614,78586,376218,651144
